289,Oddzial Bydgoszcz,500000289,oddzial289@ztb-rental.pl,08:00-18:00,10,289,23-491
290,Oddzial Katowice,500000290,oddzial290@ztb-rental.pl,08:00-18:00,11,290,30-510
291,Oddzial Bialystok,500000291,oddzial291@ztb-rental.pl,08:00-18:00,12,291,37-529
292,Oddzial Rzeszow,500000292,oddzial292@ztb-rental.pl,08:00-18:00,13,292,44-548
293,Oddzial Olsztyn,500000293,oddzial293@ztb-rental.pl,08:00-18:00,14,293,51-567
294,Oddzial Opole,500000294,oddzial294@ztb-rental.pl,08:00-18:00,15,294,58-586
295,Oddzial Kielce,500000295,oddzial295@ztb-rental.pl,08:00-18:00,16,295,65-605
296,Oddzial Torun,500000296,oddzial296@ztb-rental.pl,08:00-18:00,17,296,72-624
297,Oddzial Gliwice,500000297,oddzial297@ztb-rental.pl,08:00-18:00,18,297,79-643
298,Oddzial Zielona Gora,500000298,oddzial298@ztb-rental.pl,08:00-18:00,19,298,86-662
299,Oddzial Plock,500000299,oddzial299@ztb-rental.pl,08:00-18:00,20,299,93-681
300,Oddzial Radom,500000300,oddzial300@ztb-rental.pl,08:00-18:00,21,300,00-700
